"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
11,"CCLP","CSI Compressco LP","Energy","Oil & Gas Equipment & Services","USA",52.33,,,,0.13,,3.13,,3.77%,,-1.10,49.80%,14.30%,-24.00%,3.70%,11.00%,-247.00%,-30.30%,47.34,30.07,0.50%,25.40%,38.00%,1.04%,0.40%,1.42,-6.60%,-225.20%,4.90%,1.50,1.00,,,36.00%,1.10%,-13.40%,-15.20%,11.58%,27.71%,45.23%,-58.10%,-60.95%,2.08,0.09,9.43%,9.11%,-0.09%,16.98%,32.43%,-11.90%,48.00%,-59.49%,218.51%,54.67,4.72%,0.00%,4.50,84.94,1.69,1.11,4.72%,143132,11/2/2020 8:30:00 AM,,6/15/2011,,
12,"SONM","Sonim Technologies, Inc.","Technology","Communication Equipment","USA",45.03,,,,0.69,1.33,1.42,,,,-1.14,-205.30%,43.60%,,25.00%,,70.50%,-50.20%,65.94,59.08,2.80%,-0.43%,61.10%,3.99%,0.44%,0.27,-51.50%,-104.40%,-66.60%,2.20,1.70,0.01,0.01,22.30%,-42.20%,-46.40%,11.45%,17.65%,-10.72%,-13.61%,-81.14%,-80.94%,,0.04,6.11%,6.21%,14.24%,23.34%,-9.46%,-2.31%,70.91%,-81.68%,70.91%,69.45,-1.64%,5.49%,2.30,957.07,2.01,0.72,3.76%,1925305,11/11/2020 8:30:00 AM,,5/10/2019,0.72,0.19%
13,"DOGZ","Dogness (International) Corporation","Consumer Defensive","Household & Personal Products","China",48.19,,8.22,,2.51,0.96,10.04,,,,-0.33,-694.30%,109.09%,-27.40%,,4.40%,-569.20%,-49.70%,25.91,16.85,,,0.10%,88.89%,1.12%,0.23,-12.40%,-14.60%,-15.80%,1.10,0.80,0.00,0.10,12.50%,-45.30%,-44.00%,-2.58%,-21.25%,66.46%,33.09%,50.00%,42.11%,,0.19,8.26%,10.05%,0.32%,-6.77%,37.64%,-42.98%,78.90%,-42.98%,150.97%,49.36,-4.41%,7.94%,,812.76,0.06,1.95,3.17%,49216,,,12/20/2017,1.96,0.51%
14,"FARM","Farmer Bros. Co.","Consumer Defensive","Packaged Foods","USA",73.34,,,,0.16,0.70,6.67,,,,-2.80,49.90%,68.80%,-24.46%,30.00%,-1.70%,-243.10%,-29.80%,17.42,13.97,3.20%,0.00%,91.40%,-1.21%,2.97%,3.74,,,-15.80%,1.70,0.80,0.67,0.00,26.10%,,,3.48%,-10.54%,-11.11%,-43.55%,-71.01%,-72.38%,1.57,0.20,3.48%,4.74%,2.15%,1.96%,-30.57%,-9.89%,25.88%,-72.06%,25.88%,52.75,2.39%,0.48%,3.00,110.96,1.47,4.28,2.88%,163298,11/5/2020 4:30:00 PM,5.00,3/17/1980,4.30,0.47%
15,"FEDU","Four Seasons Education (Cayman) Inc.","Consumer Defensive","Education & Training Services","China",49.03,,,,1.01,0.46,0.70,,8.57%,,-0.47,,,,,,-83.30%,-34.90%,46.26,13.09,2.73%,0.00%,6.20%,-22.38%,0.12%,0.10,-12.70%,-19.90%,-21.40%,2.00,2.00,0.00,0.00,42.80%,-54.40%,-44.20%,5.00%,6.38%,48.26%,-11.39%,-41.67%,-34.38%,,0.08,8.63%,8.12%,7.37%,14.80%,0.27%,-15.62%,34.75%,-45.16%,72.66%,59.08,0.00%,2.86%,3.00,162.55,0.85,1.08,2.86%,138920,10/26/2020 8:30:00 AM,,11/8/2017,1.08,0.00%
16,"IO","ION Geophysical Corporation","Energy","Oil & Gas Equipment & Services","USA",36.99,,,,0.27,,0.72,1.42,,,-2.71,34.40%,17.50%,21.90%,18.00%,-19.30%,-343.00%,-69.50%,14.28,10.74,2.50%,0.00%,35.80%,-7.26%,9.18%,2.17,-16.30%,83.90%,-38.40%,0.70,0.60,,,36.00%,-14.60%,-27.90%,0.00%,20.50%,55.48%,10.55%,-73.19%,-72.24%,4.11,0.20,8.77%,9.31%,5.87%,30.10%,21.58%,-8.52%,81.62%,-72.56%,118.58%,58.38,3.35%,-0.83%,2.70,454.27,0.25,2.47,2.49%,115062,11/4/2020 4:30:00 PM,4.00,4/2/1991,2.47,0.00%
17,"NINE","Nine Energy Service, Inc.","Energy","Oil & Gas Equipment & Services","USA",90.89,,,,0.22,1.58,1.13,,,,-19.16,-242.30%,32.90%,-33.70%,,4.70%,11.80%,-75.50%,29.85,15.94,0.10%,0.00%,52.00%,-7.52%,2.23%,1.26,-98.40%,-372.80%,-22.80%,5.40,3.90,6.43,6.46,9.00%,,,3.64%,11.76%,120.93%,41.79%,-62.79%,-63.55%,,0.30,9.85%,12.51%,13.11%,52.83%,78.50%,-6.41%,178.10%,-72.58%,668.42%,66.65,2.46%,0.00%,3.10,282.44,0.27,2.92,2.46%,77279,11/5/2020 8:30:00 AM,1.79,1/19/2018,2.92,0.00%
18,"REFR","Research Frontiers Incorporated","Technology","Electronic Components","USA",87.80,,,,79.81,14.53,16.26,,,,-0.09,-22.60%,,7.40%,30.00%,-0.40%,-7.40%,-60.00%,31.58,25.20,0.90%,-73.78%,17.00%,0.95%,6.11%,7.14,-36.00%,-42.30%,-45.10%,21.10,21.10,0.00,0.00,,,,5.34%,-3.83%,4.15%,-27.56%,-10.10%,-8.31%,1.19,0.23,7.93%,9.09%,0.25%,-0.30%,-9.59%,-20.97%,12.80%,-50.53%,69.88%,51.08,2.55%,-0.36%,,215.53,1.45,2.82,2.17%,312597,11/5/2020 4:30:00 PM,,7/8/1986,2.82,0.00%
19,"VBLT","Vascular Biogenics Ltd.","Healthcare","Biotechnology","Israel",90.97,,,,113.72,2.38,2.47,,,,-0.57,12.60%,1.90%,10.40%,,,10.90%,100.00%,47.90,36.89,22.99%,0.00%,23.80%,-5.06%,1.79%,2.79,-47.20%,-61.80%,-51.60%,5.20,5.20,0.05,0.07,72.40%,,,-3.63%,50.61%,66.07%,45.31%,64.60%,55.00%,1.10,0.14,7.87%,9.78%,13.81%,38.68%,47.66%,-7.77%,87.71%,-7.77%,111.11%,71.30,0.53%,1.61%,1.80,236.56,0.35,1.90,2.15%,83439,11/16/2020 8:30:00 AM,,10/1/2014,1.89,-0.53%
20,"STKS","The ONE Group Hospitality, Inc.","Consumer Cyclical","Restaurants","USA",94.67,9.08,86.25,7.57,0.63,3.67,3.56,78.89,,0.00%,0.38,503.80%,118.20%,23.40%,1.20%,19.60%,-296.10%,79.20%,29.01,19.69,1.70%,3.32%,29.50%,0.14%,0.49%,1.00,5.50%,38.60%,28.80%,1.40,1.30,2.33,2.35,75.00%,0.30%,7.70%,7.81%,7.81%,67.48%,116.98%,2.37%,-5.22%,2.41,0.23,7.02%,6.54%,9.86%,22.10%,76.02%,-3.56%,78.64%,-24.79%,382.19%,64.99,0.86%,1.16%,2.30,97.57,0.72,3.52,2.03%,70033,11/5/2020 4:30:00 PM,3.17,10/17/2013,3.52,0.00%
21,"BKEP","Blueknight Energy Partners, L.P.","Energy","Oil & Gas Midstream","USA",86.54,,10.63,,0.28,0.24,86.54,21.11,7.92%,,-0.22,89.50%,1050.00%,-23.10%,4.00%,14.70%,626.10%,-6.40%,41.17,34.77,0.50%,0.00%,27.80%,6.91%,0.06%,0.08,-3.30%,-2.80%,5.60%,0.70,0.70,0.75,0.00,48.90%,8.50%,-3.10%,12.22%,19.53%,37.41%,47.45%,68.33%,78.76%,2.22,0.10,8.90%,5.12%,10.79%,26.18%,45.74%,-6.36%,56.06%,-6.36%,288.68%,64.24,3.52%,-1.49%,3.00,251.51,1.15,2.06,1.98%,289806,11/4/2020 4:30:00 PM,2.00,7/18/2007,2.06,0.00%
22,"ALJJ","ALJ Regional Holdings, Inc.","Industrials","Specialty Business Services","USA",42.55,,,,0.11,2.57,6.98,12.89,,,-1.61,-288.60%,,-45.90%,,13.10%,110.30%,20.60%,42.23,18.34,56.67%,0.00%,3.40%,4.31%,0.28%,0.22,-33.90%,-206.00%,-47.80%,1.40,1.20,5.27,5.99,19.30%,-15.20%,-17.40%,-2.83%,-3.74%,44.46%,121.74%,-12.71%,-10.43%,1.65,0.09,6.90%,8.89%,-3.33%,-3.54%,34.15%,-20.45%,16.02%,-28.08%,274.87%,46.23,0.00%,1.94%,,237.91,0.21,1.05,1.94%,49568,,,4/3/1996,1.05,0.00%
23,"PFIE","Profire Energy, Inc.","Energy","Oil & Gas Equipment & Services","USA",42.19,,,,1.77,0.92,3.94,,,,-0.08,-66.00%,33.30%,-17.70%,21.00%,-5.30%,-216.00%,-59.60%,47.93,32.13,33.02%,-2.59%,47.40%,4.73%,0.00%,0.01,-7.70%,-8.30%,3.50%,11.80,7.60,0.00,0.00,42.50%,-17.60%,-15.80%,-1.99%,-4.43%,22.86%,-0.58%,-39.44%,-40.69%,1.52,0.06,7.94%,6.81%,-1.51%,8.61%,9.94%,-11.46%,36.95%,-42.71%,40.28%,53.26,0.96%,0.95%,2.70,106.81,0.80,0.88,1.92%,85713,11/10/2020 8:30:00 AM,,5/11/2007,0.88,0.00%
24,"ENTX","Entera Bio Ltd.","Healthcare","Biotechnology","Israel",19.33,,,,96.65,3.39,,,,,-0.68,1.20%,,,,,64.40%,0.00%,18.33,10.60,41.20%,0.00%,10.40%,-0.98%,0.47%,0.13,-85.70%,-128.00%,-93.90%,2.70,2.70,0.00,0.04,13.80%,,,-0.94%,0.06%,-17.32%,-43.85%,-48.46%,-50.93%,,0.08,4.33%,8.99%,-2.82%,-1.95%,-33.35%,-29.14%,5.94%,-68.53%,7.00%,47.59,0.00%,1.90%,2.00,377.16,1.01,1.07,1.90%,380115,11/19/2020 8:30:00 AM,,6/28/2018,1.04,-2.80%
25,"DWSN","Dawson Geophysical Company","Energy","Oil & Gas Equipment & Services","USA",49.27,,,,0.44,0.50,1.07,1.69,,,-0.48,38.40%,,11.90%,41.80%,4.20%,-491.00%,-76.50%,23.42,21.74,1.00%,-6.64%,50.00%,-2.72%,0.24%,0.68,-9.10%,-10.90%,-14.90%,9.90,9.90,0.00,0.00,,-10.60%,-10.10%,0.48%,1.93%,20.57%,52.91%,-10.59%,-12.08%,2.00,0.12,4.78%,6.04%,2.05%,8.20%,31.16%,-4.02%,27.47%,-26.62%,155.86%,57.33,0.47%,1.42%,,75.03,0.30,2.15,1.90%,22493,10/29/2020 8:30:00 AM,,4/5/1994,2.14,-0.23%
26,"ANIX","Anixa Biosciences, Inc.","Healthcare","Diagnostics & Research","USA",67.76,,,,,7.76,7.53,,,,-0.46,25.90%,-8.50%,11.80%,,-41.60%,-3.90%,,23.17,22.37,5.40%,5.63%,7.70%,14.41%,3.23%,1.26,-142.50%,-160.80%,-228.70%,7.60,7.60,0.00,0.00,,,,2.87%,25.88%,13.44%,-1.71%,-0.69%,-12.50%,1.58,0.35,10.64%,15.34%,3.02%,19.50%,24.83%,-45.93%,52.88%,-45.93%,119.55%,58.37,-0.68%,2.44%,2.00,573.93,0.96,2.92,1.74%,551923,,,10/7/1983,2.90,-0.68%
27,"NWHM","The New Home Company Inc.","Consumer Cyclical","Residential Construction","USA",84.43,,,,0.14,0.43,0.67,0.68,,,-1.83,42.30%,,-27.20%,25.00%,34.90%,128.20%,-21.00%,18.23,12.72,0.20%,0.00%,61.40%,5.52%,0.66%,1.46,-6.10%,-16.30%,-0.70%,,,1.46,1.46,10.50%,-6.20%,-5.90%,-3.31%,-18.32%,-8.59%,44.89%,4.00%,0.43%,2.70,0.23,3.60%,4.75%,-6.96%,-9.54%,23.47%,-19.59%,2.81%,-20.67%,406.22%,35.85,1.28%,0.43%,3.00,57.77,4.78,4.76,1.71%,276378,11/2/2020 8:30:00 AM,,1/31/2014,4.76,0.00%
28,"AIRI","Air Industries Group","Industrials","Aerospace & Defense","USA",38.97,,15.50,,0.80,3.35,25.98,,,,-0.08,71.70%,500.00%,-24.00%,,-3.20%,-213.70%,-2.10%,30.62,24.78,20.10%,-1.38%,23.60%,1.05%,0.01%,0.00,-4.10%,-19.50%,0.60%,1.30,0.30,0.62,2.57,12.60%,-5.40%,-4.60%,6.90%,-1.59%,7.83%,7.83%,-32.61%,-46.09%,1.17,0.08,4.58%,6.96%,1.57%,7.09%,9.69%,-20.25%,34.24%,-62.50%,110.00%,57.56,-8.70%,11.29%,2.00,489.28,0.41,1.26,1.61%,201914,10/29/2020 4:30:00 PM,,10/5/2000,,
29,"CLIR","ClearSign Technologies Corporation","Industrials","Pollution & Treatment Controls","USA",92.90,,,,,8.10,,,,,-0.25,23.60%,8.30%,16.20%,,,23.70%,,27.84,21.70,0.20%,212.77%,8.20%,2.64%,3.53%,3.53,-63.90%,-77.90%,,7.00,7.00,0.03,0.03,,,,10.88%,23.44%,42.34%,57.21%,311.62%,314.43%,1.03,0.28,11.38%,10.01%,12.43%,24.35%,73.15%,-11.08%,45.91%,-21.90%,817.14%,63.23,1.58%,0.00%,2.00,216.49,0.67,3.21,1.58%,144509,11/19/2020 4:30:00 PM,4.00,4/25/2012,,
30,"EPM","Evolution Petroleum Corporation","Energy","Oil & Gas E&P","USA",92.30,,,,3.55,1.38,4.66,,3.60%,,-0.12,-61.20%,,6.50%,,1.20%,-356.90%,-39.10%,32.96,29.79,8.50%,0.00%,74.30%,-0.95%,1.21%,2.94,-4.40%,-5.40%,7.90%,6.40,6.40,0.00,0.00,50.80%,-34.40%,-15.30%,5.30%,-6.40%,13.01%,0.00%,-50.80%,-49.18%,1.61,0.18,4.05%,6.78%,-0.58%,9.46%,7.45%,-11.60%,34.93%,-50.79%,34.93%,53.44,1.44%,0.00%,2.30,122.81,0.85,2.82,1.44%,103934,,4.00,4/11/1996,2.82,0.00%
31,"CLBS","Caladrius Biosciences, Inc.","Healthcare","Biotechnology","USA",27.76,,,,,0.71,0.69,,,,-0.63,-12.40%,40.80%,35.50%,,,39.10%,,18.60,17.03,1.00%,40.45%,19.20%,16.75%,0.76%,0.68,-23.80%,-28.00%,,9.90,9.90,0.00,0.00,,,,-2.70%,-0.69%,-19.10%,-20.00%,-36.00%,-42.63%,1.57,0.11,7.47%,7.91%,-4.92%,-5.29%,-22.12%,-17.51%,16.80%,-59.89%,39.05%,45.15,1.39%,0.00%,2.30,190.16,1.25,1.46,1.39%,238093,11/5/2020 4:30:00 PM,,11/3/1995,1.42,-2.74%
32,"GLMD","Galmed Pharmaceuticals Ltd.","Healthcare","Biotechnology","Israel",72.54,,,,,1.29,1.24,,,,-1.27,-78.30%,-4.90%,-1.90%,20.00%,,-51.90%,,21.27,17.62,17.32%,0.00%,32.60%,-9.77%,0.15%,0.25,-39.30%,-43.30%,,9.80,9.80,0.00,0.00,,,,-2.99%,-14.06%,-8.47%,-33.06%,-43.26%,-43.94%,2.37,0.31,9.85%,9.12%,-9.53%,-5.79%,-21.93%,-24.07%,10.81%,-54.38%,10.81%,42.87,0.00%,1.23%,1.80,102.28,1.56,3.28,1.23%,159286,11/12/2020 8:30:00 AM,,3/13/2014,,
33,"BLRX","BioLineRx Ltd.","Healthcare","Biotechnology","Israel",55.67,,,,,1.94,,,,,-1.97,45.50%,0.70%,,,,,,22.72,19.77,,,28.63%,,12.75%,0.44,,,,,,,,,,,-6.84%,8.89%,48.48%,43.27%,7.46%,8.89%,,0.27,7.07%,9.96%,-4.53%,8.08%,32.12%,-33.33%,77.14%,-33.33%,133.76%,48.47,-0.80%,2.04%,1.70,5767.15,0.16,2.48,1.22%,917665,11/23/2020 8:30:00 AM,,7/25/2011,,
34,"FPAY","FlexShopper, Inc.","Industrials","Rental & Leasing Services","USA",51.91,,6.70,,0.54,,7.63,,,,-0.21,92.40%,384.60%,41.70%,,77.70%,-138.20%,7.40%,21.36,14.65,0.10%,,24.90%,-7.53%,0.50%,0.18,-8.00%,33.30%,23.30%,1.70,1.70,,,33.00%,3.70%,-4.20%,6.96%,30.85%,34.43%,45.56%,-5.02%,-2.77%,1.15,0.27,16.39%,12.52%,8.28%,29.50%,52.60%,-25.89%,69.39%,-25.89%,162.11%,60.25,-0.40%,1.63%,2.00,398.14,1.95,2.49,1.22%,775892,11/9/2020 4:30:00 PM,4.00,12/18/2007,2.52,1.20%
35,"DXYN","The Dixie Group, Inc.","Consumer Cyclical","Textile Manufacturing","USA",40.32,2.44,,,0.13,0.61,,2.37,,0.00%,1.05,172.00%,,83.80%,,-1.60%,136.20%,-10.00%,15.33,13.19,11.66%,0.00%,33.80%,-7.30%,0.42%,0.25,7.00%,25.00%,13.60%,2.20,0.70,1.07,1.17,24.00%,7.00%,5.30%,21.04%,13.78%,206.43%,212.20%,122.61%,124.56%,2.88,0.26,10.63%,10.67%,4.55%,41.67%,137.12%,-11.30%,204.71%,-11.30%,389.05%,60.37,2.78%,-1.56%,,222.86,0.29,2.59,1.17%,64851,11/5/2020 8:30:00 AM,,11/25/1986,2.59,0.00%
36,"BRQS","Borqs Technologies, Inc.","Technology","Software - Application","China",45.91,,,,0.46,,45.91,,,,-0.95,61.80%,,,,,-956.20%,-53.80%,31.71,18.82,26.85%,0.00%,17.20%,2.62%,1.01%,0.09,-35.30%,,107.20%,0.40,0.30,,,0.60%,-29.40%,-34.80%,-4.63%,-8.85%,0.98%,-22.56%,-73.79%,-42.78%,2.05,0.10,6.66%,6.66%,-2.53%,-2.19%,-20.11%,-30.67%,18.18%,-87.62%,28.24%,47.27,1.96%,-0.97%,,2177.76,0.74,1.04,0.97%,1618327,,,11/5/2015,1.03,-0.96%
37,"NAOV","NanoVibronix, Inc.","Healthcare","Medical Devices","USA",16.79,,,,27.99,2.38,5.25,,,,-0.99,-26.10%,,39.60%,,21.20%,46.40%,100.00%,19.31,12.68,0.10%,98.52%,7.20%,10.43%,10.03%,0.32,-218.30%,-418.50%,-417.10%,10.70,10.40,0.00,0.00,26.10%,,,1.90%,32.29%,9.80%,-62.03%,-71.94%,-70.76%,-0.07,0.12,6.28%,15.75%,-10.53%,12.62%,-41.67%,-64.06%,55.72%,-75.97%,57.15%,49.29,-1.07%,1.99%,2.00,4008.53,0.10,0.84,0.90%,417397,,,5/28/2015,0.85,0.49%
38,"AVCO","Avalon GloboCare Corp.","Healthcare","Medical Care Facilities","USA",96.74,,,,69.10,16.43,69.10,,,,-0.19,-122.80%,,,,,20.90%,-25.00%,80.62,27.90,65.73%,0.00%,3.30%,-0.25%,5.77%,4.32,-140.60%,-329.20%,-251.70%,0.90,,0.62,0.00,32.60%,,,-1.71%,-9.45%,1.77%,-38.17%,-41.92%,-40.41%,0.56,0.06,5.73%,5.35%,-3.61%,-2.54%,-18.99%,-12.78%,9.43%,-47.12%,132.00%,45.17,0.87%,0.00%,,373.00,0.60,1.16,0.87%,224783,,,12/6/2016,1.16,0.00%
