"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
81,"AFI","Armstrong Flooring, Inc.","Industrials","Building Products & Equipment","USA",82.55,,,,0.14,0.34,3.72,,,,-2.70,-290.50%,,-59.60%,47.60%,-12.50%,60.70%,-5.40%,21.96,20.97,1.30%,0.00%,78.60%,-9.60%,2.07%,1.19,-11.10%,-22.10%,-20.20%,1.90,0.80,0.25,0.29,15.60%,-8.60%,-9.70%,6.41%,7.30%,10.72%,31.27%,-10.54%,-10.54%,2.84,0.22,6.01%,5.91%,6.58%,11.45%,22.16%,-30.42%,45.80%,-31.79%,241.07%,59.36,1.06%,-1.05%,3.00,364.71,0.26,3.82,0.00%,93904,10/21/2020 8:30:00 AM,3.00,3/17/2016,,
82,"RNWK","RealNetworks, Inc.","Communication Services","Electronic Gaming & Multimedia","USA",60.50,,,,0.64,1.64,,,,,-0.45,20.80%,,23.40%,,2.00%,38.20%,-6.20%,38.27,20.79,1.10%,0.00%,27.40%,-2.05%,1.81%,0.89,-11.30%,-44.60%,-67.00%,1.10,1.10,0.06,0.17,60.40%,-16.60%,-18.80%,12.23%,0.00%,27.87%,22.83%,30.00%,30.00%,1.60,0.11,9.73%,6.79%,3.65%,5.71%,22.25%,-22.00%,27.87%,-30.36%,387.50%,57.63,-3.70%,3.85%,,422.75,0.56,1.56,0.00%,237778,11/3/2020 4:30:00 PM,,11/21/1997,,
83,"ALJJ","ALJ Regional Holdings, Inc.","Industrials","Specialty Business Services","USA",45.44,,,,0.12,2.75,7.45,13.77,,,-1.61,-288.60%,,-45.90%,,13.10%,110.30%,20.60%,42.23,18.34,56.67%,0.00%,3.40%,4.31%,0.28%,0.20,-33.90%,-206.00%,-47.80%,1.40,1.20,5.27,5.99,19.30%,-15.20%,-17.40%,7.84%,14.83%,51.70%,110.16%,1.85%,-4.35%,1.65,0.09,8.74%,9.05%,0.20%,0.67%,39.96%,-16.67%,21.55%,-24.66%,292.72%,51.88,0.00%,0.00%,,259.86,0.69,1.10,0.00%,180591,,,4/3/1996,1.14,3.64%
84,"BHAT","Fujian Blue Hat Interactive Entertainment Technology Ltd.","Communication Services","Electronic Gaming & Multimedia","China",32.15,3.19,,,1.51,0.69,2.82,,,,0.28,13.50%,,,,,-88.40%,-66.70%,35.14,12.87,64.75%,0.00%,2.50%,183.96%,4.48%,0.74,,,17.80%,3.40,3.40,0.00,0.04,,,,5.36%,0.87%,0.99%,-28.80%,-55.73%,-55.73%,,0.06,5.84%,6.29%,0.53%,1.67%,-14.06%,-22.61%,16.87%,-62.92%,41.09%,51.21,-1.11%,1.12%,,778.67,0.78,0.89,0.00%,607481,,,7/26/2019,0.92,3.37%
85,"ISR","Isoray, Inc.","Healthcare","Medical Instruments & Supplies","USA",39.82,,,,4.11,6.44,,,,,-0.05,33.50%,25.00%,5.30%,,16.00%,14.50%,4.30%,87.23,86.06,0.40%,,7.90%,-3.15%,0.73%,0.55,-38.80%,-58.90%,-61.00%,3.10,2.70,0.00,0.00,52.70%,-33.90%,-34.40%,0.45%,20.43%,-22.63%,-19.99%,-27.77%,-27.77%,1.84,0.03,7.22%,9.26%,1.26%,10.03%,-22.12%,-15.11%,27.84%,-57.55%,27.84%,52.92,-0.22%,0.00%,2.00,1153.67,0.91,0.45,-0.22%,1048196,11/10/2020 4:30:00 PM,,11/10/2005,0.45,-0.07%
86,"REFR","Research Frontiers Incorporated","Technology","Electronic Components","USA",89.70,,,,81.55,14.84,16.61,,,,-0.09,-22.60%,,7.40%,30.00%,-0.40%,-7.40%,-60.00%,31.58,25.20,0.90%,-67.49%,17.00%,0.95%,6.11%,7.01,-36.00%,-42.30%,-45.10%,21.10,21.10,0.00,0.00,,,,-4.41%,-3.75%,4.44%,-23.37%,-6.31%,-6.31%,1.19,0.23,7.19%,9.13%,0.46%,-0.61%,-9.88%,-21.25%,12.40%,-50.70%,69.28%,50.50,-1.06%,0.71%,,219.52,0.92,2.81,-0.35%,201692,11/5/2020 4:30:00 PM,,7/8/1986,2.81,0.00%
87,"NINE","Nine Energy Service, Inc.","Energy","Oil & Gas Equipment & Services","USA",87.06,,,,0.21,1.52,1.08,,,,-19.16,-242.30%,32.90%,-33.70%,,4.70%,11.80%,-75.50%,29.85,15.94,0.10%,0.00%,52.00%,-7.52%,2.23%,1.34,-98.40%,-372.80%,-22.80%,5.40,3.90,6.43,6.46,9.00%,,,-5.86%,24.09%,141.59%,46.77%,-65.09%,-65.09%,,0.30,8.32%,12.05%,2.99%,37.71%,64.35%,-12.82%,159.05%,-74.46%,615.79%,58.10,-0.37%,0.00%,3.10,265.95,0.36,2.72,-0.37%,96089,11/5/2020 8:30:00 AM,1.79,1/19/2018,2.76,1.47%
88,"RSSS","Research Solutions, Inc.","Technology","Information Technology Services","USA",59.27,,,,1.90,12.32,5.81,,,,-0.03,36.20%,,-0.30%,,-0.50%,112.30%,1.30%,25.90,17.94,32.40%,-31.10%,49.80%,-7.03%,0.17%,0.56,-4.00%,-13.00%,-17.50%,1.40,1.40,0.00,0.00,31.30%,-2.60%,-1.80%,6.85%,0.43%,3.54%,-2.50%,-29.09%,-35.00%,0.71,0.10,3.78%,4.53%,3.30%,2.48%,-8.84%,-6.05%,10.95%,-37.03%,13.66%,54.85,-1.69%,1.28%,,52.75,5.96,2.33,-0.43%,314326,11/12/2020 4:30:00 PM,,5/15/2009,,
89,"ASLN","ASLAN Pharmaceuticals Limited","Healthcare","Biotechnology","Singapore",58.40,,,,307.85,,4.03,,,,-1.33,-5.20%,-74.40%,-14.80%,,,59.70%,,37.99,37.99,,,10.60%,-2.32%,0.07%,0.06,-190.20%,,-283.30%,3.20,3.20,,,,,,-8.91%,7.60%,-3.16%,-8.00%,-9.36%,-9.36%,,0.13,5.29%,8.64%,-7.32%,1.22%,7.48%,-20.09%,28.87%,-35.79%,120.48%,45.56,-0.54%,0.00%,2.30,435.22,0.27,1.83,-0.54%,118896,,,5/4/2018,1.84,0.55%
90,"VOLT","Volt Information Sciences, Inc.","Industrials","Staffing & Employment Services","USA",39.05,,9.37,,0.04,0.96,,10.85,,,-1.02,53.70%,119.60%,-34.70%,,-10.20%,21.70%,-20.30%,21.59,13.30,3.40%,15.22%,26.40%,-15.98%,0.09%,0.07,-9.10%,-52.00%,-12.00%,2.10,2.10,1.46,1.46,15.70%,-2.00%,-2.50%,2.89%,-18.72%,26.24%,39.06%,-28.23%,-28.23%,2.45,0.18,13.08%,9.01%,-8.10%,2.60%,38.31%,-24.68%,39.37%,-45.20%,172.31%,46.68,-1.12%,0.56%,,167.34,1.05,1.77,-0.56%,176342,,,11/1/1982,1.73,-2.26%
91,"ZYNE","Zynerba Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",97.48,,,,,1.46,1.52,,,,-2.08,42.60%,36.60%,-17.80%,,,-268.60%,,29.24,27.35,7.11%,0.00%,19.70%,-27.02%,13.85%,4.95,-63.80%,-74.20%,,7.10,7.10,0.00,0.00,,,,-3.49%,-28.45%,0.30%,-10.39%,-45.03%,-45.03%,3.00,0.24,4.64%,5.47%,-15.04%,-14.59%,-18.36%,-31.11%,4.76%,-55.70%,29.41%,29.93,-0.60%,0.00%,2.00,765.10,1.25,3.30,-0.60%,953050,,,8/5/2015,3.23,-2.12%
92,"GSUM","Gridsum Holding Inc.","Technology","Software - Application","China",56.01,,,,1.12,,35.00,,,,-1.93,5.90%,,-43.40%,,21.30%,-3.10%,120.40%,34.62,21.24,15.38%,0.00%,24.50%,-1.18%,0.53%,0.29,-57.00%,136.00%,-754.50%,0.30,0.30,,,74.30%,,,1.86%,-4.65%,35.54%,136.45%,34.43%,34.43%,1.49,0.04,2.60%,2.05%,-1.95%,-5.02%,49.67%,-9.70%,1.87%,-13.30%,587.76%,41.98,1.24%,-1.83%,,387.11,0.42,1.63,-0.61%,162973,,,9/23/2016,1.61,-1.23%
93,"PLIN","China Xiangtai Food Co., Ltd.","Consumer Defensive","Packaged Foods","China",27.84,,,,0.25,0.91,16.38,,,,-0.14,-157.30%,,,,,-168.30%,-41.30%,22.77,15.49,46.57%,0.00%,0.60%,335.00%,0.32%,0.02,-8.90%,-21.60%,0.80%,1.50,,0.12,0.54,6.50%,0.40%,-4.40%,10.12%,12.94%,39.11%,-28.89%,-75.38%,-75.38%,,0.09,8.69%,10.50%,9.91%,10.04%,-22.26%,-36.40%,32.28%,-79.87%,53.87%,58.90,0.42%,-1.04%,,2667.79,0.30,0.95,-0.62%,811387,,,8/14/2019,0.95,-0.63%
94,"IMH","Impac Mortgage Holdings, Inc.","Financial","Mortgage Finance","USA",65.39,,4.71,,28.43,3.78,1.18,0.07,,,-4.08,94.60%,125.70%,11.10%,4.00%,15.50%,11.20%,-24.40%,21.26,11.48,16.10%,25.85%,21.20%,-1.80%,0.64%,0.44,-3.10%,-201.70%,-0.70%,,,3.94,139.58,,,,12.50%,64.52%,140.94%,94.90%,-40.12%,-41.83%,0.76,0.30,12.06%,13.06%,8.55%,47.40%,71.63%,-13.64%,125.19%,-61.27%,176.36%,61.95,0.00%,-0.65%,,166.44,0.45,3.04,-0.65%,74681,11/5/2020 4:30:00 PM,,11/21/1995,,
95,"TANH","Tantech Holdings Ltd","Consumer Defensive","Household & Personal Products","China",48.89,,,,0.95,0.45,3.17,8.43,,,-0.22,-418.70%,,-21.30%,,-5.50%,-51.30%,53.70%,28.87,23.17,33.71%,0.00%,1.60%,3.12%,3.02%,0.19,-4.70%,-6.10%,-9.50%,3.80,3.70,0.00,0.09,8.90%,-17.50%,-11.30%,-8.55%,-31.19%,-44.18%,18.80%,-23.20%,-23.20%,0.14,0.23,6.97%,9.20%,-9.03%,-37.13%,-18.48%,-62.19%,15.97%,-62.19%,70.37%,36.29,-1.43%,0.72%,,3608.87,0.28,1.38,-0.72%,1015352,,,3/24/2015,1.38,0.00%
96,"PFMT","Performant Financial Corporation","Industrials","Specialty Business Services","USA",50.68,,,,0.32,1.29,3.23,4.12,,,-0.40,-226.00%,,-36.00%,20.00%,-5.10%,124.00%,0.80%,54.68,34.15,31.28%,0.00%,60.20%,-0.67%,0.02%,0.01,-17.10%,-51.30%,-16.70%,0.70,0.70,0.00,1.60,,-12.50%,-13.50%,-10.30%,13.69%,-5.39%,36.37%,-1.98%,-12.95%,-0.80,0.09,15.60%,9.63%,8.86%,-0.95%,11.73%,-44.59%,50.96%,-59.40%,63.15%,52.95,0.00%,-0.78%,3.00,593.90,0.60,0.88,-0.78%,357895,,,8/10/2012,,
97,"SONM","Sonim Technologies, Inc.","Technology","Communication Equipment","USA",47.50,,,,0.73,1.40,1.50,,,,-1.14,-205.30%,43.60%,,25.00%,,70.50%,-50.20%,65.94,59.08,2.80%,-0.43%,61.10%,3.99%,0.44%,0.26,-51.50%,-104.40%,-66.60%,2.20,1.70,0.01,0.01,22.30%,-42.20%,-46.40%,18.99%,14.28%,-5.93%,-9.22%,-79.89%,-79.89%,,0.04,6.47%,5.88%,13.61%,23.27%,-8.80%,-3.44%,72.34%,-81.53%,72.34%,69.13,-2.79%,2.03%,2.30,1004.52,1.20,0.72,-0.82%,1208132,11/11/2020 8:30:00 AM,,5/10/2019,0.71,-1.91%
98,"PULM","Pulmatrix, Inc.","Healthcare","Biotechnology","USA",42.64,,,,3.47,1.74,1.24,,,,-0.79,75.30%,-2.40%,48.70%,,,-77.60%,214.30%,33.93,26.91,1.09%,0.00%,30.30%,25.32%,0.33%,0.18,-56.40%,-147.80%,,3.50,3.50,0.00,0.00,,-91.10%,,-6.98%,-13.04%,0.84%,-31.43%,39.53%,39.53%,1.72,0.09,8.14%,6.77%,-7.14%,-0.70%,-11.04%,-16.78%,20.81%,-42.09%,41.50%,45.61,-6.30%,5.83%,,476.82,0.57,1.19,-0.83%,273550,,,3/21/2014,,
99,"SONN","Sonnet BioTherapeutics Holdings, Inc.","Healthcare","Biotechnology","USA",39.02,,,,5.13,11.25,5.34,,,,-27.55,89.10%,,45.70%,,,68.40%,,17.34,16.49,5.10%,0.00%,2.60%,51.88%,5.82%,1.34,,,,1.60,,0.03,0.03,2.60%,,,-2.60%,-15.73%,-12.45%,-38.52%,-85.33%,-85.33%,0.75,0.15,3.65%,6.13%,-10.80%,-12.25%,-44.09%,-26.64%,1.36%,-95.92%,1.36%,37.90,-1.33%,0.44%,2.00,714.57,0.90,2.23,-0.89%,644230,,,7/27/2005,2.24,0.45%
100,"KIQ","Kelso Technologies Inc.","Industrials","Railroads","Canada",25.94,16.18,,,1.72,2.11,,,,,0.03,,,,,,,-71.70%,47.17,45.07,4.27%,0.00%,5.04%,,0.39%,1.90,,,,,,,,,,,3.77%,14.58%,0.46%,-16.67%,-23.94%,-23.94%,,0.04,7.59%,7.25%,3.10%,2.27%,-4.59%,-12.10%,22.47%,-45.47%,22.47%,52.96,-5.63%,5.00%,,91.68,0.62,0.55,-0.91%,56586,10/29/2020 8:30:00 AM,,10/20/2003,0.55,0.00%
101,"CCLP","CSI Compressco LP","Energy","Oil & Gas Equipment & Services","USA",52.83,,,,0.14,,3.16,,3.74%,,-1.10,49.80%,14.30%,-24.00%,3.70%,11.00%,-247.00%,-30.30%,47.34,30.07,0.50%,25.40%,38.00%,1.04%,0.40%,1.40,-6.60%,-225.20%,4.90%,1.50,1.00,,,36.00%,1.10%,-13.40%,-6.87%,17.58%,20.22%,49.78%,-60.58%,-60.58%,2.08,0.09,10.73%,9.38%,-6.08%,10.73%,25.65%,-15.87%,41.33%,-61.31%,204.16%,49.24,0.95%,-1.87%,4.50,86.24,1.42,1.06,-0.93%,122115,11/2/2020 8:30:00 AM,,6/15/2011,,
102,"CXDC","China XD Plastics Company Limited","Consumer Cyclical","Auto Parts","China",72.52,,,,0.07,0.08,0.35,,,,-2.95,-95.60%,,-52.30%,,5.50%,-387.00%,-22.30%,67.92,34.67,42.40%,0.00%,26.70%,-2.72%,0.04%,0.14,-2.90%,-9.80%,3.00%,1.20,0.70,0.73,1.69,12.00%,-2.90%,-7.90%,-5.21%,-15.25%,-11.50%,-14.53%,-44.13%,-44.13%,1.11,0.04,7.53%,4.12%,-9.65%,-14.01%,-8.76%,-20.80%,1.53%,-59.43%,57.12%,27.95,-1.98%,1.00%,,97.83,1.51,0.99,-1.00%,148086,11/16/2020 8:30:00 AM,,9/27/2007,,
103,"STCN","Steel Connect, Inc.","Industrials","Integrated Freight & Logistics","USA",50.15,,,,0.07,1.03,0.48,0.76,,,-0.26,89.30%,,19.50%,10.00%,6.90%,-233.50%,-24.60%,61.89,54.76,0.90%,0.00%,47.30%,-2.18%,0.07%,0.24,-2.00%,-32.40%,6.40%,1.00,0.90,7.77,7.89,21.90%,3.50%,-2.20%,-1.61%,-11.86%,46.57%,37.33%,-45.55%,-45.55%,1.07,0.08,5.44%,9.75%,-8.17%,8.41%,21.57%,-24.33%,54.31%,-53.43%,95.77%,47.97,-2.84%,1.89%,,163.99,1.01,0.79,-1.01%,165441,,,1/25/1994,0.77,-2.16%
104,"ARPO","Aerpio Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",47.04,,,,3.14,0.88,0.99,,,,-0.10,-87.10%,-292.90%,,,,-2.70%,,42.14,39.49,16.18%,-0.28%,41.50%,69.24%,1.56%,0.32,-9.40%,-10.10%,,19.70,19.70,0.00,0.00,,,-27.00%,-3.88%,-42.11%,-34.00%,-22.66%,58.78%,58.78%,2.02,0.15,6.65%,8.93%,-30.22%,-31.78%,-18.30%,-57.58%,2.08%,-57.58%,133.33%,34.67,-2.00%,1.01%,2.00,1923.60,0.45,0.98,-1.01%,869876,,1.75,8/8/2017,0.99,0.59%
105,"CLIR","ClearSign Technologies Corporation","Industrials","Pollution & Treatment Controls","USA",87.02,,,,,7.59,,,,,-0.25,23.60%,8.30%,16.20%,,,23.70%,,27.84,21.70,0.20%,212.77%,8.20%,2.64%,3.53%,3.43,-63.90%,-77.90%,,7.00,7.00,0.03,0.03,,,,-6.62%,15.63%,30.97%,34.55%,288.20%,288.20%,1.03,0.30,12.34%,10.48%,0.74%,12.43%,55.88%,-18.84%,33.18%,-28.71%,737.14%,52.28,-2.01%,1.01%,2.00,222.77,0.36,2.93,-1.01%,79475,11/19/2020 4:30:00 PM,4.00,4/25/2012,2.99,2.05%
106,"DFFN","Diffusion Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",50.63,,,,,1.78,2.31,,,,-0.50,78.90%,21.40%,58.90%,,,88.40%,,64.01,63.88,0.10%,85.22%,10.70%,-2.32%,1.40%,0.89,-56.00%,-63.50%,,8.40,8.40,0.00,0.00,,,,13.13%,5.39%,-4.61%,-15.45%,74.34%,74.34%,1.61,0.06,6.92%,7.65%,7.20%,4.81%,-5.44%,-16.32%,29.71%,-50.31%,218.00%,57.95,-5.24%,4.46%,,1003.66,1.06,0.80,-1.02%,1063123,,,10/17/2003,0.83,4.39%
107,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",58.98,,,,,1.01,21.85,,,,-0.02,-3.20%,,31.70%,,,81.30%,,119.16,114.95,7.20%,0.00%,5.90%,44.19%,0.46%,0.44,-4.20%,-4.60%,,9.50,9.50,0.04,0.04,,,,-2.49%,-53.53%,-42.56%,-4.93%,-19.52%,-19.52%,1.14,0.07,6.30%,11.47%,-27.58%,-46.86%,-27.84%,-62.17%,4.24%,-62.17%,121.17%,29.94,0.88%,-1.90%,,1200.30,1.01,0.47,-1.03%,1215763,,,10/17/2003,0.47,-0.11%
108,"INUV","Inuvo, Inc.","Communication Services","Advertising Agencies","USA",48.41,,,,0.97,1.64,5.10,,,,-0.12,41.60%,54.50%,-26.60%,30.00%,4.40%,-269.10%,-33.30%,92.11,87.61,10.50%,0.00%,31.20%,31.49%,4.15%,1.20,-24.00%,-43.80%,-44.90%,2.00,2.00,0.05,0.06,76.90%,-21.80%,-14.90%,13.43%,25.12%,25.25%,-13.66%,54.82%,54.82%,1.33,0.04,15.52%,9.64%,8.28%,15.17%,8.00%,-12.90%,32.82%,-59.20%,389.09%,57.07,-6.83%,6.18%,2.30,3029.51,0.63,0.45,-1.07%,1895520,11/9/2020 4:30:00 PM,,12/30/1994,0.45,-0.29%
109,"SND","Smart Sand, Inc.","Energy","Oil & Gas Equipment & Services","USA",76.96,1.64,,,0.53,0.24,7.00,5.92,,0.00%,1.06,69.70%,-120.00%,22.20%,-2.60%,27.90%,234.30%,-64.40%,39.97,23.46,2.70%,-4.02%,42.20%,-4.28%,10.96%,7.42,11.40%,16.80%,12.50%,2.70,2.10,0.08,0.10,30.20%,35.40%,29.90%,-6.95%,-10.54%,32.82%,65.71%,-30.95%,-30.95%,2.12,0.13,5.16%,6.62%,-11.64%,1.25%,36.77%,-24.56%,40.98%,-35.34%,212.67%,39.97,0.00%,-1.15%,3.00,346.66,0.38,1.72,-1.15%,130162,11/9/2020 4:30:00 PM,2.13,11/4/2016,1.72,0.00%
110,"ZCMD","Zhongchao Inc.","Healthcare","Health Information Services","China",44.57,9.20,,,2.99,,5.71,445.65,,0.00%,0.19,28.80%,,,,,-15.70%,21.10%,25.91,12.19,37.24%,0.00%,0.10%,117.55%,0.09%,0.03,,,21.10%,6.20,6.20,0.00,0.00,68.70%,24.60%,27.20%,-2.27%,-5.75%,-0.25%,-21.46%,,-57.00%,,0.12,5.01%,6.76%,-4.96%,-6.95%,-17.77%,-42.95%,2.41%,-67.62%,6.92%,44.32,-1.73%,0.58%,,340.32,0.73,1.70,-1.16%,247689,,,2/24/2020,1.70,0.00%
111,"BLRX","BioLineRx Ltd.","Healthcare","Biotechnology","Israel",57.94,,,,,2.02,,,,,-1.97,45.50%,0.70%,,,,,,22.72,19.77,,,28.63%,,12.75%,0.44,,,,,,,,,,,-2.67%,11.35%,55.49%,47.40%,13.33%,13.33%,,0.26,6.12%,10.13%,-3.88%,8.08%,33.35%,-32.26%,80.00%,-32.26%,137.53%,49.62,-1.18%,0.00%,1.70,5785.61,0.11,2.52,-1.18%,636765,11/23/2020 8:30:00 AM,,7/25/2011,2.51,-0.40%
112,"SOHO","Sotherly Hotels Inc.","Real Estate","REIT - Hotel & Motel","USA",38.53,,,,0.38,0.59,2.49,,,,-3.31,-2.40%,74.30%,-50.40%,0.00%,8.60%,,-66.20%,14.33,12.88,6.80%,0.00%,22.00%,-1.35%,0.18%,0.09,-9.90%,-58.70%,3.80%,,,6.01,6.01,59.50%,-18.60%,-46.60%,-3.80%,10.00%,40.56%,0.60%,-62.68%,-62.68%,2.30,0.18,4.96%,7.91%,-8.12%,10.91%,14.68%,-22.60%,68.92%,-63.77%,74.83%,47.93,-0.40%,-0.79%,2.00,265.20,0.39,2.50,-1.19%,104671,11/9/2020 8:30:00 AM,2.75,12/17/2004,2.50,0.00%
113,"GENE","Genetic Technologies Limited","Healthcare","Diagnostics & Research","Australia",45.37,,,,,3.07,4.20,,,,-0.67,-157.90%,,29.10%,,,-228.60%,31.80%,13.77,11.92,86.50%,0.00%,1.40%,-13.00%,8.79%,1.08,-89.20%,-118.00%,,10.90,10.80,0.02,0.04,,,,6.10%,15.14%,5.49%,46.59%,79.80%,83.41%,2.66,0.27,6.65%,9.13%,3.37%,10.31%,22.38%,-31.30%,29.96%,-65.05%,155.63%,55.17,-1.37%,0.00%,,967.18,1.33,3.60,-1.37%,1287918,,,7/27/2005,3.67,1.94%
114,"PRPO","Precipio, Inc.","Healthcare","Diagnostics & Research","USA",36.16,,,,7.53,2.44,16.44,,,,-1.69,83.20%,,68.20%,20.00%,20.30%,32.70%,100.00%,17.23,17.02,0.20%,26.42%,3.20%,317.33%,9.70%,2.30,-81.20%,-124.70%,-91.20%,0.90,0.80,0.04,0.09,13.50%,,,2.44%,-6.67%,-14.29%,61.54%,2.44%,2.44%,2.96,0.16,5.46%,7.71%,-5.88%,-4.49%,20.23%,-27.62%,8.38%,-74.13%,276.36%,43.37,-0.48%,-0.95%,2.00,717.66,0.62,2.07,-1.43%,447866,11/19/2020 4:30:00 PM,,7/18/2000,2.11,1.93%
115,"GVP","GSE Systems, Inc.","Technology","Software - Application","USA",27.27,,22.33,,0.44,2.39,3.54,4.54,,,-0.77,-34.30%,112.80%,-8.00%,,17.20%,47.40%,-35.50%,20.56,16.26,5.50%,19.80%,52.90%,-1.98%,0.05%,0.04,-30.80%,-109.30%,-34.10%,1.10,1.10,0.84,1.19,25.70%,-16.50%,-25.20%,-4.29%,12.61%,28.85%,35.35%,-18.79%,-18.79%,1.65,0.11,8.23%,8.62%,2.23%,15.48%,26.49%,-22.35%,35.72%,-31.61%,53.49%,54.37,-2.94%,1.49%,2.00,202.47,0.48,1.32,-1.49%,97800,11/16/2020 4:30:00 PM,1.50,7/27/1995,,
116,"UONEK","Urban One, Inc.","Communication Services","Broadcasting","USA",78.12,,,,0.21,0.32,0.76,1.16,,,-0.95,-99.30%,,15.00%,,-0.20%,-348.80%,-17.30%,44.18,20.96,41.40%,0.00%,17.10%,-10.00%,0.45%,0.08,-3.50%,-25.60%,7.20%,1.90,1.90,5.09,5.40,69.50%,1.40%,-11.50%,0.00%,-18.49%,1.71%,-36.36%,-40.50%,-37.37%,1.24,0.09,6.53%,6.39%,-8.98%,-1.33%,-4.86%,-21.48%,27.17%,-82.89%,108.19%,43.26,-0.85%,-0.84%,,1184.99,0.31,1.17,-1.68%,371776,11/12/2020 8:30:00 AM,,6/7/2000,,
117,"HDSN","Hudson Technologies, Inc.","Basic Materials","Specialty Chemicals","USA",48.24,,222.00,,0.32,1.05,5.24,2.07,,,-0.26,53.50%,100.00%,36.28%,30.00%,23.80%,-98.60%,-9.00%,42.66,32.17,11.40%,-2.08%,38.10%,0.98%,2.98%,1.37,-6.20%,-25.30%,-11.40%,1.80,0.70,1.76,1.91,23.00%,2.00%,-7.40%,0.91%,-17.16%,-3.48%,11.00%,13.55%,13.55%,1.30,0.12,6.79%,11.28%,-16.28%,-9.71%,4.00%,-38.42%,7.92%,-38.42%,109.62%,42.01,-3.54%,1.80%,3.00,697.40,1.21,1.09,-1.80%,841427,11/5/2020 4:30:00 PM,1.32,11/1/1994,1.08,-0.92%
118,"TRIB","Trinity Biotech plc","Healthcare","Diagnostics & Research","Ireland",92.42,,12.13,,1.02,2.87,,8.80,,0.00%,-0.18,-28.00%,-40.74%,-33.30%,15.00%,-2.90%,29200.00%,30.10%,20.90,14.39,11.20%,0.00%,27.00%,-13.07%,0.79%,0.35,-15.00%,-665.10%,-21.60%,3.10,1.90,11.70,0.00,46.60%,-21.10%,-21.70%,-7.84%,-18.66%,92.08%,81.31%,275.46%,275.46%,1.96,0.34,7.25%,7.82%,-11.09%,7.03%,65.66%,-22.87%,55.51%,-22.87%,579.14%,45.24,-1.55%,-0.26%,,323.12,0.30,3.81,-1.80%,97980,11/17/2020 8:30:00 AM,7.00,10/21/1992,3.81,0.00%
119,"ENTX","Entera Bio Ltd.","Healthcare","Biotechnology","Israel",20.25,,,,101.26,3.55,,,,,-0.68,1.20%,,,,,64.40%,0.00%,18.33,10.60,41.20%,0.00%,10.40%,-0.98%,0.47%,0.13,-85.70%,-128.00%,-93.90%,2.70,2.70,0.00,0.04,13.80%,,,3.77%,-10.57%,-11.29%,-35.67%,-46.86%,-48.60%,,0.08,5.07%,8.40%,-0.83%,-0.95%,-32.01%,-28.48%,6.93%,-68.24%,8.00%,49.05,-0.92%,-0.91%,2.00,392.08,0.65,1.08,-1.82%,254870,11/19/2020 8:30:00 AM,,6/28/2018,1.09,0.93%
120,"DWSN","Dawson Geophysical Company","Energy","Oil & Gas Equipment & Services","USA",50.42,,,,0.46,0.52,1.10,1.73,,,-0.48,38.40%,,11.90%,41.80%,4.20%,-491.00%,-76.50%,23.42,21.74,1.00%,-6.64%,50.00%,-2.72%,0.24%,0.68,-9.10%,-10.90%,-14.90%,9.90,9.90,0.00,0.00,,-10.60%,-10.10%,1.38%,9.06%,22.69%,47.90%,-10.03%,-10.03%,2.00,0.11,3.60%,5.45%,-0.35%,6.55%,28.58%,-5.36%,25.69%,-27.65%,152.29%,53.93,-3.20%,1.42%,,76.03,1.52,2.12,-1.82%,115352,10/29/2020 8:30:00 AM,,4/5/1994,,
121,"CCRC","China Customer Relations Centers, Inc.","Technology","Information Technology Services","China",72.58,3.80,,,0.37,0.94,2.53,7.64,,0.00%,1.00,-18.90%,,44.20%,,32.40%,-6.80%,48.00%,18.39,12.01,34.51%,0.00%,0.20%,-2.55%,0.24%,0.09,20.60%,29.50%,14.80%,3.40,3.40,0.00,0.03,23.30%,8.70%,9.30%,12.43%,-18.75%,-9.74%,-17.57%,-62.34%,-60.21%,0.48,0.69,10.78%,12.65%,-19.37%,-19.99%,-20.36%,-62.70%,11.68%,-66.06%,12.35%,40.89,-1.84%,0.00%,,333.73,0.99,3.73,-1.84%,328988,,,12/21/2015,,
