"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
11,"ALRN","Aileron Therapeutics, Inc.","Healthcare","Biotechnology","USA",42.61,,,,,3.19,3.00,,,,-0.77,44.10%,13.60%,-1.80%,2.10%,,54.20%,,39.32,27.84,31.56%,0.00%,14.40%,-15.64%,4.24%,1.09,-98.30%,-170.40%,,3.00,3.00,0.02,0.02,,,,0.00%,-6.42%,-16.39%,-13.56%,75.86%,78.01%,3.14,0.07,9.36%,6.78%,5.55%,-7.51%,4.65%,-55.87%,19.78%,-55.87%,336.00%,51.39,4.81%,1.96%,1.40,1083.77,1.01,1.09,6.86%,1093030,,,6/29/2017,1.05,-3.67%
12,"VERB","Verb Technology Company, Inc.","Technology","Software - Application","USA",80.18,,,,7.71,3.04,7.49,,,,-0.84,35.80%,32.80%,16.00%,,,-32.00%,0.00%,41.22,39.52,13.10%,0.00%,5.80%,271.55%,0.96%,0.51,-75.40%,-183.30%,-113.50%,0.80,0.80,0.07,0.21,53.50%,,,-16.58%,46.36%,51.89%,45.05%,15.83%,3.87%,0.93,0.19,18.18%,12.20%,14.49%,35.77%,39.59%,-21.82%,66.99%,-34.85%,91.11%,58.48,5.52%,1.24%,1.70,733.79,1.24,1.72,6.83%,912714,11/16/2020 4:30:00 PM,3.05,11/19/2014,1.71,-0.58%
13,"PFMT","Performant Financial Corporation","Industrials","Specialty Business Services","USA",47.48,,,,0.30,1.21,3.02,3.86,,,-0.40,-226.00%,,-36.00%,20.00%,-5.10%,124.00%,0.80%,54.68,34.15,31.28%,0.00%,60.20%,-0.67%,0.02%,0.01,-17.10%,-51.30%,-16.70%,0.70,0.70,0.00,1.60,,-12.50%,-13.50%,1.40%,7.61%,-0.96%,27.53%,-2.13%,-18.44%,-0.80,0.09,18.55%,9.48%,10.58%,-1.53%,12.60%,-48.08%,52.14%,-59.08%,64.43%,53.62,-1.34%,8.19%,3.00,594.16,0.34,0.89,6.73%,202617,,,8/10/2012,0.88,-0.89%
14,"SDPI","Superior Drilling Products, Inc.","Energy","Oil & Gas Equipment & Services","USA",12.54,,,,0.94,2.91,8.96,17.92,,,-0.10,-325.00%,23.50%,3.60%,,-1.10%,-306.70%,-70.60%,25.56,10.41,59.38%,0.00%,7.50%,-4.42%,0.45%,0.07,-17.00%,-41.60%,-6.20%,0.60,0.50,0.40,1.43,52.20%,-21.50%,-20.00%,6.50%,4.80%,12.06%,-29.57%,-36.87%,-36.10%,0.31,0.06,13.62%,12.03%,7.33%,16.56%,4.13%,-14.15%,39.81%,-46.86%,178.30%,57.82,3.33%,3.05%,3.00,639.39,0.24,0.56,6.49%,150869,11/6/2020 8:30:00 AM,,5/23/2014,0.56,0.00%
15,"GROW","U.S. Global Investors, Inc.","Financial","Asset Management","USA",72.45,73.12,,,10.50,3.80,8.14,724.46,0.64%,63.00%,0.06,-35.90%,,-3.20%,,-10.70%,156.10%,300.00%,15.08,12.41,2.70%,0.00%,39.60%,25.69%,0.29%,0.35,4.40%,4.90%,-13.70%,5.40,5.40,0.00,0.02,,-13.70%,12.00%,-0.85%,25.81%,101.72%,146.32%,229.58%,225.00%,2.86,0.30,7.03%,7.09%,12.38%,39.06%,88.29%,-1.00%,110.87%,-1.00%,521.25%,68.99,6.20%,0.00%,,102.45,1.53,4.97,6.20%,156304,,,4/24/1985,4.97,0.00%
16,"SEEL","Seelos Therapeutics, Inc.","Healthcare","Biotechnology","USA",91.16,,,,,10.43,11.25,,,,-0.71,-123.80%,0.00%,56.90%,,-47.30%,34.70%,,46.99,46.28,13.38%,0.00%,10.10%,9.80%,1.44%,0.46,-217.30%,-543.50%,,3.50,3.50,0.01,0.00,,,,-17.51%,41.75%,40.38%,44.55%,7.75%,8.96%,2.32,0.20,20.06%,15.15%,16.87%,51.11%,70.23%,-25.84%,114.68%,-25.84%,269.49%,58.89,9.15%,-2.74%,2.00,1464.20,0.92,1.55,6.16%,1351439,,,4/7/1994,1.55,0.00%
17,"DOGZ","Dogness (International) Corporation","Consumer Defensive","Household & Personal Products","China",49.73,,8.48,,2.59,0.99,10.36,,,,-0.33,-694.30%,109.09%,-27.40%,,4.40%,-569.20%,-49.70%,25.91,16.85,,,0.10%,88.89%,1.12%,0.23,-12.40%,-14.60%,-15.80%,1.10,0.80,0.00,0.10,12.50%,-45.30%,-44.00%,-2.01%,-16.31%,78.90%,33.56%,59.84%,46.62%,,0.19,7.36%,10.09%,8.11%,-1.79%,45.67%,-39.47%,89.91%,-39.47%,166.41%,55.12,4.55%,1.54%,,813.52,0.13,2.07,6.15%,103851,,,12/20/2017,2.07,0.00%
18,"CETX","Cemtrex, Inc.","Industrials","Conglomerates","USA",22.61,,,,0.52,0.44,1.54,,,,-3.04,28.60%,,-68.40%,,-3.80%,72.30%,-22.90%,16.74,14.89,12.17%,0.00%,8.40%,-0.75%,7.07%,0.82,,,-18.50%,2.20,1.80,0.27,0.47,42.30%,,,-3.68%,1.55%,23.58%,-20.12%,1.55%,0.77%,2.23,0.12,11.64%,8.56%,2.55%,13.17%,13.50%,-16.77%,39.00%,-62.93%,131.67%,53.15,3.73%,2.29%,2.00,1283.61,0.56,1.39,6.11%,716038,,,11/4/2003,1.38,-0.72%
19,"NERV","Minerva Neurosciences, Inc.","Healthcare","Biotechnology","USA",98.40,,,,2.39,1.64,,,,,-0.54,-43.10%,-2600.00%,16.20%,,,45.90%,,41.92,41.13,0.80%,-1.57%,70.20%,7.22%,4.85%,3.17,-29.80%,-51.20%,,6.50,6.50,0.00,0.00,,,-50.20%,-12.40%,-43.64%,-29.60%,-37.40%,-66.91%,-68.21%,1.56,0.17,5.17%,5.92%,-8.38%,-23.52%,-48.93%,-41.92%,6.70%,-84.29%,32.04%,33.89,6.22%,-0.44%,2.00,629.01,1.18,2.39,5.75%,743615,11/2/2020 8:30:00 AM,,7/1/2014,,
20,"DARE","Dare Bioscience, Inc.","Healthcare","Biotechnology","USA",48.10,,,,,,8.91,,,,-0.90,38.00%,13.40%,43.00%,,,-18.10%,,37.99,35.23,8.30%,0.00%,5.90%,34.81%,1.48%,0.50,-269.50%,,,0.90,0.90,,,,,,-10.79%,-8.15%,22.77%,25.43%,50.30%,51.22%,2.25,0.13,11.16%,10.20%,-0.19%,10.35%,20.84%,-18.13%,38.67%,-40.99%,74.67%,52.02,3.15%,2.42%,2.00,1037.10,0.49,1.31,5.65%,507941,11/12/2020 4:30:00 PM,,4/10/2014,1.31,0.00%
21,"DFFN","Diffusion Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",47.92,,,,,1.69,2.19,,,,-0.50,78.90%,21.40%,58.90%,,,88.40%,,64.01,63.88,0.10%,85.22%,10.70%,-2.32%,1.40%,0.90,-56.00%,-63.50%,,8.40,8.40,0.00,0.00,,,,10.65%,-2.11%,-9.91%,-22.02%,85.44%,65.03%,1.61,0.05,7.11%,7.68%,8.70%,5.76%,-4.17%,-15.45%,31.05%,-49.80%,221.28%,59.56,0.40%,5.22%,,993.62,1.11,0.80,5.64%,1101848,,,10/17/2003,0.81,0.97%
22,"BBW","Build-A-Bear Workshop, Inc.","Consumer Cyclical","Specialty Retail","USA",66.42,,13.47,,0.25,1.07,2.57,3.34,,,-1.83,101.40%,127.80%,-59.30%,30.00%,-2.20%,127.40%,6.10%,15.00,13.32,9.00%,-28.52%,61.10%,-8.37%,4.64%,4.05,-9.90%,-40.70%,0.30%,1.00,0.40,0.00,0.00,41.40%,-8.80%,-10.30%,-2.42%,-3.58%,54.20%,85.32%,18.13%,24.69%,1.88,0.25,4.17%,6.47%,-1.39%,5.61%,53.80%,-13.32%,45.70%,-25.00%,321.78%,52.13,6.23%,-0.74%,2.00,152.62,0.44,4.26,5.45%,67198,12/3/2020 8:30:00 AM,,10/28/2004,4.32,1.41%
23,"CLSN","Celsion Corporation","Healthcare","Biotechnology","USA",27.38,,,,54.75,1.30,,,,,-0.73,-14.20%,41.70%,47.50%,,0.00%,6.40%,0.00%,37.42,36.94,1.25%,0.00%,18.20%,17.57%,3.31%,0.77,-53.50%,-117.20%,-76.80%,3.70,3.70,0.25,0.27,,,,-3.88%,24.86%,-1.78%,-80.75%,-57.63%,-58.12%,2.42,0.08,12.15%,13.85%,11.09%,27.74%,-44.00%,-14.26%,75.26%,-88.39%,75.26%,58.74,10.96%,-5.04%,2.30,1583.50,1.05,0.75,5.36%,1664213,11/16/2020 8:30:00 AM,,3/1/1999,0.75,-0.57%
24,"VBLT","Vascular Biogenics Ltd.","Healthcare","Biotechnology","Israel",92.93,,,,116.16,2.44,2.53,,,,-0.57,12.60%,1.90%,10.40%,,,10.90%,100.00%,47.90,36.89,22.99%,0.00%,23.80%,-5.06%,1.79%,2.80,-47.20%,-61.80%,-51.60%,5.20,5.20,0.05,0.07,72.40%,,,-2.06%,49.61%,61.02%,48.44%,63.79%,58.33%,1.10,0.14,7.28%,9.88%,17.68%,44.53%,54.88%,-2.91%,97.59%,-2.91%,122.22%,75.42,3.09%,2.11%,1.80,235.69,2.16,2.00,5.26%,510194,11/16/2020 8:30:00 AM,,10/1/2014,2.01,0.50%
25,"CWBR","CohBar, Inc.","Healthcare","Biotechnology","USA",74.40,,,,,3.55,3.18,,,,-0.34,20.00%,-6.50%,-16.70%,,,17.50%,,50.20,43.88,2.70%,0.47%,12.40%,63.58%,4.73%,4.30,-97.40%,-150.60%,,10.30,10.30,0.16,0.19,,,,-2.88%,1.50%,37.61%,-12.90%,-11.18%,-15.62%,2.67,0.11,8.44%,8.31%,8.73%,23.77%,-9.78%,-10.13%,62.29%,-66.59%,67.06%,59.57,5.19%,0.00%,2.00,482.06,0.55,1.42,5.19%,266010,11/16/2020 4:30:00 PM,,1/28/2015,,
26,"ETTX","Entasis Therapeutics Holdings Inc.","Healthcare","Biotechnology","USA",78.89,,,,,1.12,,,,,-3.36,-3.50%,49.00%,,,,-40.00%,,29.96,13.57,52.60%,35.57%,31.00%,29.21%,1.53%,0.25,-101.50%,-118.70%,-112.80%,10.00,10.00,0.00,0.00,,,,-2.92%,32.39%,10.95%,-21.28%,-54.22%,-53.12%,,0.21,11.78%,9.25%,13.95%,27.52%,-3.40%,-16.38%,55.06%,-56.56%,55.06%,58.89,6.52%,-1.29%,1.90,819.49,0.43,2.45,5.15%,353869,,,9/26/2018,,
27,"SNCA","Seneca Biopharma, Inc.","Healthcare","Biotechnology","USA",13.02,,,,963.00,1.00,1.03,,,,-1.64,41.50%,,43.80%,,,77.40%,0.00%,17.31,17.15,0.82%,0.00%,10.50%,15.61%,0.56%,0.06,-110.60%,-122.20%,,15.00,15.00,0.00,0.00,,,,4.50%,36.73%,35.83%,13.94%,-10.83%,-17.13%,1.76,0.10,14.93%,12.90%,12.92%,29.44%,19.91%,-35.18%,59.83%,-78.92%,72.42%,60.03,3.43%,1.60%,,1728.33,0.63,0.86,5.08%,1094881,,,12/20/2006,0.86,0.10%
28,"EVOK","Evoke Pharma, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",68.79,,102.40,,,,10.92,,,,-0.49,29.90%,103.80%,32.00%,40.00%,,-20.70%,,26.15,25.36,2.60%,-14.45%,15.00%,12.98%,1.85%,1.91,-188.90%,-983.40%,,1.00,1.00,,,,,,-10.49%,-15.79%,-45.88%,-27.68%,59.01%,58.02%,1.45,0.21,7.18%,7.43%,-7.92%,-20.52%,-15.92%,-44.88%,7.60%,-55.63%,240.51%,39.24,3.86%,1.17%,2.00,245.18,0.98,2.69,5.08%,239970,,,9/25/2013,,
29,"NDRA","ENDRA Life Sciences Inc.","Healthcare","Diagnostics & Research","USA",24.04,,,,,5.07,6.33,,,,-1.81,-7.50%,40.30%,-31.30%,,,66.70%,,23.89,22.67,2.80%,-10.94%,2.80%,27.59%,2.37%,1.56,-381.80%,-652.00%,,3.40,3.20,0.09,0.09,,,,-0.04%,-16.52%,-4.97%,-26.23%,-54.49%,-57.74%,1.63,0.07,8.03%,9.14%,-7.43%,-3.81%,-9.50%,-20.74%,12.84%,-66.89%,24.37%,44.97,3.62%,1.27%,2.00,343.93,1.08,0.75,4.93%,370138,11/16/2020 4:30:00 PM,,6/30/2017,0.75,0.00%
30,"SALM","Salem Media Group, Inc.","Communication Services","Broadcasting","USA",28.20,,,,0.12,0.21,1.46,1.17,,,-2.32,-761.50%,100.00%,-47.60%,7.00%,-1.00%,101.60%,-5.50%,26.68,11.12,47.39%,-0.28%,9.90%,-28.31%,6.65%,0.98,-11.40%,-42.20%,-2.50%,0.90,0.90,1.62,1.75,17.40%,-4.70%,-26.20%,2.94%,-7.08%,6.01%,-7.08%,-27.59%,-27.08%,1.71,0.05,3.52%,5.15%,2.83%,8.45%,2.76%,-9.84%,40.52%,-58.02%,69.23%,57.98,3.77%,0.95%,1.50,756.45,0.31,1.10,4.76%,235453,11/12/2020 4:30:00 PM,,7/1/1999,1.09,-0.91%
31,"ALJJ","ALJ Regional Holdings, Inc.","Industrials","Specialty Business Services","USA",43.38,,,,0.11,2.62,7.11,13.14,,,-1.61,-288.60%,,-45.90%,,13.10%,110.30%,20.60%,42.23,18.34,56.67%,0.00%,3.40%,4.31%,0.28%,0.22,-33.90%,-206.00%,-47.80%,1.40,1.20,5.27,5.99,19.30%,-15.20%,-17.40%,3.96%,-1.87%,45.23%,110.00%,-0.94%,-8.70%,1.65,0.09,5.86%,8.95%,0.84%,0.89%,40.31%,-16.67%,21.55%,-24.66%,292.72%,51.88,4.76%,0.00%,,238.43,6.00,1.10,4.76%,1430031,,,4/3/1996,1.10,0.00%
32,"QUIK","QuickLogic Corporation","Technology","Semiconductors","USA",41.77,,,,4.64,2.77,1.69,,,,-1.28,6.90%,72.20%,9.40%,20.00%,-18.00%,63.50%,-18.20%,11.02,10.91,0.30%,-17.75%,26.10%,-1.39%,0.27%,0.40,-33.40%,-83.60%,-53.10%,1.60,1.40,0.04,1.14,54.50%,,,-13.98%,23.96%,12.97%,15.91%,-36.48%,-40.50%,1.96,0.28,11.05%,7.95%,10.50%,21.10%,7.53%,-18.34%,48.41%,-57.60%,76.65%,58.19,5.65%,-0.84%,2.00,74.27,1.77,3.74,4.76%,131808,11/4/2020 4:30:00 PM,5.00,10/15/1999,,
33,"SYBX","Synlogic, Inc.","Healthcare","Biotechnology","USA",73.81,,,,41.00,0.64,0.72,,,,-1.64,16.40%,10.80%,23.60%,,,6.20%,,36.30,28.21,0.10%,0.00%,39.90%,-8.72%,1.29%,0.32,-34.40%,-41.60%,-34.60%,16.40,16.40,0.00,0.00,,,,-2.76%,-15.60%,4.98%,3.94%,-11.34%,-18.22%,2.23,0.20,5.03%,7.42%,-3.26%,3.07%,3.25%,-44.61%,24.16%,-44.61%,63.70%,48.94,4.74%,0.00%,1.60,1129.08,0.32,2.21,4.74%,363312,11/5/2020 8:30:00 AM,,10/1/2015,,
34,"RMTI","Rockwell Medical, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",89.36,,,,1.43,1.60,1.33,,,,-0.43,7.90%,50.00%,-1.70%,38.00%,2.50%,16.90%,-0.60%,93.57,79.03,0.30%,-74.27%,45.40%,45.31%,2.92%,1.93,-46.30%,-117.70%,,6.10,5.80,0.50,0.50,5.50%,-44.30%,-47.20%,-5.40%,-9.90%,-9.90%,-51.49%,-59.92%,-61.23%,1.10,0.06,4.87%,6.04%,-8.10%,-1.08%,-38.76%,-21.43%,19.28%,-74.29%,19.28%,44.17,7.06%,-2.25%,2.00,1195.86,1.35,0.99,4.65%,1611901,11/9/2020 4:30:00 PM,,1/27/1998,0.99,0.00%
35,"PRPO","Precipio, Inc.","Healthcare","Diagnostics & Research","USA",34.61,,,,7.21,2.34,15.73,,,,-1.69,83.20%,,68.20%,20.00%,20.30%,32.70%,100.00%,17.23,17.02,0.20%,26.42%,3.20%,317.33%,9.70%,2.31,-81.20%,-124.70%,-91.20%,0.90,0.80,0.04,0.09,13.50%,,,-1.95%,-10.27%,-18.95%,41.55%,2.03%,-1.95%,2.96,0.15,4.73%,7.50%,-4.75%,-3.34%,22.37%,-26.57%,9.95%,-73.75%,281.82%,45.36,2.44%,1.99%,2.00,713.47,1.08,2.10,4.48%,767075,11/19/2020 4:30:00 PM,,7/18/2000,2.14,1.90%
36,"VCNX","Vaccinex, Inc.","Healthcare","Biotechnology","USA",47.53,,,,79.22,,,,,,-1.70,3.80%,9.30%,,,,21.50%,50.00%,20.08,18.27,2.20%,219.81%,50.40%,19.05%,1.41%,0.32,-367.10%,113.00%,122.20%,1.30,1.30,,,99.70%,,,-4.23%,-2.86%,12.71%,-43.49%,-58.47%,-57.94%,,0.15,7.91%,7.58%,0.12%,5.77%,-42.13%,-33.64%,29.88%,-82.58%,30.67%,50.71,4.41%,0.00%,2.00,799.48,0.38,2.13,4.41%,305218,,,8/9/2018,2.13,0.00%
37,"CATB","Catabasis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",45.45,,,,,0.84,,,,,-2.14,54.10%,65.70%,31.70%,,,0.20%,,20.08,20.06,0.13%,0.00%,51.00%,2.61%,9.55%,0.37,-65.00%,-73.70%,,8.00,8.00,0.00,0.00,,,,-1.83%,34.59%,-64.98%,-66.72%,-63.61%,-63.79%,2.16,0.22,11.04%,13.92%,8.31%,1.78%,-56.36%,-64.21%,78.40%,-74.04%,78.40%,53.27,5.69%,-1.40%,3.00,5168.56,0.17,2.23,4.21%,866885,,,6/25/2015,,
38,"ADIL","Adial Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",25.04,,,,,3.31,3.38,,,,-0.82,64.30%,28.10%,,,,-46.10%,,13.65,11.87,17.53%,-12.06%,9.80%,-7.34%,2.84%,0.31,-121.30%,-132.80%,,7.50,7.50,0.00,0.00,,,,-7.03%,-11.79%,-43.23%,23.74%,-34.85%,-28.63%,,0.13,5.25%,7.44%,-6.55%,-3.36%,12.87%,-24.15%,11.87%,-55.25%,79.00%,45.19,4.07%,0.00%,2.00,1103.16,0.22,1.79,4.07%,243504,,,7/27/2018,1.78,-0.56%
39,"MLND","Millendo Therapeutics, Inc.","Healthcare","Biotechnology","USA",38.93,,,,,1.00,,,,,-2.41,81.50%,27.70%,37.00%,,,61.30%,,19.00,17.80,6.29%,0.00%,41.80%,-6.08%,2.27%,1.02,-67.10%,-85.30%,,6.50,6.50,0.00,0.01,,,,-8.89%,9.04%,28.13%,16.48%,-69.63%,-69.58%,1.10,0.12,5.05%,6.67%,5.26%,19.03%,3.42%,-8.58%,50.00%,-78.44%,69.05%,59.24,4.41%,-0.49%,1.70,394.01,0.52,2.13,3.90%,205796,11/9/2020 8:30:00 AM,,11/12/2012,,
40,"XPL","Solitario Zinc Corp.","Basic Materials","Other Industrial Metals & Mining","USA",32.49,,,,,1.36,3.78,,,,-0.01,8.20%,,-3.80%,,15.30%,96.40%,,58.11,48.60,16.37%,0.00%,6.60%,12.94%,0.04%,0.01,-3.20%,-3.20%,,34.80,34.80,0.00,0.00,,,,-3.21%,15.30%,42.16%,76.88%,92.07%,85.60%,1.71,0.04,7.37%,7.89%,11.18%,23.36%,58.96%,-4.95%,52.17%,-34.27%,338.18%,63.11,1.94%,1.87%,,1189.96,0.13,0.58,3.84%,154426,,,10/21/2003,0.58,0.00%
